Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[18]     6.6    0.63    0.00 586776503         classify_clusters(std::vector<long, std::allocator<long> >&)::{lambda(int)#1}::operator()(int) const [18]
-----------------------------------------------
                0.00    0.61      40/40          compute_mean_and_standard_deviation_for_percolating_probability(long, double, int, int, int) [2]
[19]     6.4    0.00    0.61      40         fill_matrix(std::vector<long, std::allocator<long> >&, int, double) [19]
                0.00    0.55      40/40          std::discrete_distribution<int>::~discrete_distribution() [22]
                0.00    0.06  655360/655360      int std::discrete_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [30]
                0.00    0.00  655360/1419361570     std::vector<long, std::allocator<long> >::operator[](unsigned long) [9]
                0.00    0.00      40/417007      std::vector<long, std::allocator<long> >::size() const [70]
                0.00    0.00      40/400638      __gnu_cxx::__enable_if<std::__is_integer<unsigned long>::__value, double>::__type std::sqrt<unsigned long>(unsigned long) [71]
                0.00    0.00      40/42          std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::mersenne_twister_engine(unsigned long) [146]
                0.00    0.00      40/40          std::discrete_distribution<int>::discrete_distribution(std::initializer_list<double>) [164]
-----------------------------------------------
                0.01    0.00       1/81          compute_mean_and_standard_deviation_for_percolating_probability(long, double, int, int, int) [2]
                0.55    0.00      80/81          std::discrete_distribution<int>::param_type::~param_type() [21]
[20]     5.8    0.56    0.00      81         std::vector<double, std::allocator<double> >::~vector() [20]
                0.00    0.00      81/202         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [102]
                0.00    0.00      81/81          void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [131]
                0.00    0.00      81/81          std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [125]
-----------------------------------------------
                0.00    0.55      40/40          std::discrete_distribution<int>::~discrete_distribution() [22]
[21]     5.8    0.00    0.55      40         std::discrete_distribution<int>::param_type::~param_type() [21]
                0.55    0.00      80/81          std::vector<double, std::allocator<double> >::~vector() [20]
-----------------------------------------------
                0.00    0.55      40/40          fill_matrix(std::vector<long, std::allocator<long> >&, int, double) [19]
[22]     5.8    0.00    0.55      40         std::discrete_distribution<int>::~discrete_distribution() [22]
                0.00    0.55      40/40          std::discrete_distribution<int>::param_type::~param_type() [21]
-----------------------------------------------
                0.46    0.00 586776503/586776503     bool __gnu_cxx::__ops::_Iter_pred<classify_clusters(std::vector<long, std::allocator<long> >&)::{lambda(int)#1}>::operator()<__gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > > >(__gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >) [8]
[23]     4.8    0.46    0.00 586776503         __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >::operator*() const [23]
-----------------------------------------------
                0.21    0.22 132966204/132966204     __gnu_cxx::__normal_iterator<long const*, std::vector<long, std::allocator<long> > > std::__find_if<__gnu_cxx::__normal_iterator<long const*, std::vector<long, std::allocator<long> > >, __gnu_cxx::__ops::_Iter_pred<number_of_last_cluster(std::vector<long, std::allocator<long> > const&)::{lambda(int)#1}> >(__gnu_cxx::__normal_iterator<long const*, std::vector<long, std::allocator<long> > >, __gnu_cxx::__normal_iterator<long const*, std::vector<long, std::allocator<long> > >, __gnu_cxx::__ops::_Iter_pred<number_of_last_cluster(std::vector<long, std::allocator<long> > const&)::{lambda(int)#1}>, std::random_access_iterator_tag) [17]
[24]     4.5    0.21    0.22 132966204         bool __gnu_cxx::__ops::_Iter_pred<number_of_last_cluster(std::vector<long, std::allocator<long> > const&)::{lambda(int)#1}>::operator()<__gnu_cxx::__normal_iterator<long const*, std::vector<long, std::allocator<long> > > >(__gnu_cxx::__normal_iterator<long const*, std::vector<long, std::allocator<long> > >) [24]
                0.11    0.00 132966204/132966204     number_of_last_cluster(std::vector<long, std::allocator<long> > const&)::{lambda(int)#1}::operator()(int) const [29]
                0.11    0.00 132966204/132966204     __gnu_cxx::__normal_iterator<long const*, std::vector<long, std::allocator<long> > >::operator*() const [28]
-----------------------------------------------
                0.28    0.00 132949955/132949955     __gnu_cxx::__normal_iterator<long const*, std::vector<long, std::allocator<long> > > std::__find_if<__gnu_cxx::__normal_iterator<long const*, std::vector<long, std::allocator<long> > >, __gnu_cxx::__ops::_Iter_pred<number_of_last_cluster(std::vector<long, std::allocator<long> > const&)::{lambda(int)#1}> >(__gnu_cxx::__normal_iterator<long const*, std::vector<long, std::allocator<long> > >, __gnu_cxx::__normal_iterator<long const*, std::vector<long, std::allocator<long> > >, __gnu_cxx::__ops::_Iter_pred<number_of_last_cluster(std::vector<long, std::allocator<long> > const&)::{lambda(int)#1}>, std::random_access_iterator_tag) [17]
[25]     2.9    0.28    0.00 132949955         __gnu_cxx::__normal_iterator<long const*, std::vector<long, std::allocator<long> > >::operator++() [25]
-----------------------------------------------
                0.09    0.11   16289/16289       classify_clusters(std::vector<long, std::allocator<long> >&) [3]
[26]     2.1    0.09    0.11   16289         find_nonclassified_cluster(std::vector<long, std::allocator<long> >&) [26]
                0.11    0.00 132966204/1419361570     std::vector<long, std::allocator<long> >::operator[](unsigned long) [9]
                0.00    0.00   16289/417007      std::vector<long, std::allocator<long> >::size() const [70]
-----------------------------------------------
                0.13    0.00   78307/78307       __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > > std::__find_if<__gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >, __gnu_cxx::__ops::_Iter_pred<classify_clusters(std::vector<long, std::allocator<long> >&)::{lambda(int)#1}> >(__gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >, __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >, __gnu_cxx::__ops::_Iter_pred<classify_clusters(std::vector<long, std::allocator<long> >&)::{lambda(int)#1}>, std::random_access_iterator_tag) [7]
[27]     1.4    0.13    0.00   78307         __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >::difference_type __gnu_cxx::operator-<long*, std::vector<long, std::allocator<long> > >(__gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > > const&, __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > > const&) [27]
                0.00    0.00  156614/280730      __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >::base() const [73]
-----------------------------------------------
                0.11    0.00 132966204/132966204     bool __gnu_cxx::__ops::_Iter_pred<number_of_last_cluster(std::vector<long, std::allocator<long> > const&)::{lambda(int)#1}>::operator()<__gnu_cxx::__normal_iterator<long const*, std::vector<long, std::allocator<long> > > >(__gnu_cxx::__normal_iterator<long const*, std::vector<long, std::allocator<long> > >) [24]
[28]     1.2    0.11    0.00 132966204         __gnu_cxx::__normal_iterator<long const*, std::vector<long, std::allocator<long> > >::operator*() const [28]
-----------------------------------------------
                0.11    0.00 132966204/132966204     bool __gnu_cxx::__ops::_Iter_pred<number_of_last_cluster(std::vector<long, std::allocator<long> > const&)::{lambda(int)#1}>::operator()<__gnu_cxx::__normal_iterator<long const*, std::vector<long, std::allocator<long> > > >(__gnu_cxx::__normal_iterator<long const*, std::vector<long, std::allocator<long> > >) [24]
[29]     1.2    0.11    0.00 132966204         number_of_last_cluster(std::vector<long, std::allocator<long> > const&)::{lambda(int)#1}::operator()(int) const [29]
-----------------------------------------------
                0.00    0.06  655360/655360      fill_matrix(std::vector<long, std::allocator<long> >&, int, double) [19]
[30]     0.6    0.00    0.06  655360         int std::discrete_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [30]
                0.00    0.06  655360/655360      int std::discrete_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::discrete_distribution<int>::param_type const&) [31]
-----------------------------------------------
                0.00    0.06  655360/655360      int std::discrete_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [30]
[31]     0.6    0.00    0.06  655360         int std::discrete_distribution<int>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::discrete_distribution<int>::param_type const&) [31]
                0.00    0.02  655360/655360      std::__detail::_Adaptor<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, double>::operator()() [34]
                0.00    0.01  655360/655360      std::vector<double, std::allocator<double> >::empty() const [39]
                0.00    0.01  655360/655360      __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > std::lower_bound<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double const&) [45]
                0.01    0.00  655360/1310720     __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&) [37]
                0.01    0.00 1310720/1966081     std::vector<double, std::allocator<double> >::begin() const [40]
                0.01    0.00  655360/1310721     std::vector<double, std::allocator<double> >::end() const [41]
                0.00    0.00  655360/655360      std::__detail::_Adaptor<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, double>::_Adaptor(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [69]
